,esent,eopenrate,eclickrate,avgorder,paperless,refill,doorstep,create_first,first_last,favday_Monday,favday_Saturday,favday_Sunday,favday_Thursday,favday_Tuesday,favday_Wednesday,city_BOM,city_DEL,city_MAA
6806,0.4438039467001591,0.9356684275834635,0.3852673594957101,-0.22001757623146923,0,1,0,1.6823083928007796,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3103,0.9897091548153909,-0.49115674815643057,0.5287003822563602,0.026939779689124768,1,0,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18273,0.9897091548153909,1.2055265520739702,1.6706031686110918,-1.4895930128374837,1,0,0,1.1011926371294363,1.0850517403853168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20842,-1.7073793414614604,0.13930424996316923,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15513,0.10559834752501197,1.1455588396756238,0.8136124579001509,0.10660663915620247,1,0,0,0.08803199366128278,1.00231181179992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8754,0.9359787347106673,-0.4800154336122725,-0.9554645362108118,-0.9698607986527872,0,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28762,-1.470175613074867,1.1173563573836274,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25084,0.27584389124736125,1.4651756905480795,1.1709335574381314,1.102650148294927,0,0,0,1.1955483830596207,1.6685282290019898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22681,-0.4218508663890485,1.0307189690939762,1.0421251326814465,-0.9036129780466136,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1995,0.9897091548153909,-1.3969823453650023,-0.9554645362108118,0.45177878075466227,0,0,0,1.0914662771093862,1.5464806394590487,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
27959,0.7737033076126745,-0.7598571925536919,0.5897601397926299,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16285,0.27584389124736125,0.36906260556226245,-0.9554645362108118,-0.6264793795432468,1,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20118,-0.1254182559764667,0.2602225539284174,0.9067329800988267,-0.33685178737416854,1,0,0,-0.10150138138680301,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13827,0.827980570483276,-0.24002747880094177,0.5739703873987002,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30739,-1.324893960244354,-1.3969823453650023,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14341,-1.6246274860372512,-1.3969823453650023,-0.9554645362108118,-0.5950925441734322,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24650,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-1.5053859757588464,0,0,0,1.5995840588655255,1.3274986169034535,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10069,-0.6665977458036425,-1.3969823453650023,-0.9554645362108118,1.5389195851716764,0,0,0,0.5953357033524466,1.1477544494590517,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13739,0.38805692191736857,0.05891074934966711,0.7116811091838782,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13761,0.21936131215973487,1.2429496778688145,1.53615047507176,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7190,-0.6665977458036425,-1.3969823453650023,-0.9554645362108118,-0.6195413803101419,0,0,0,1.144944166869709,0.574420854553801,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21996,-0.009296994998009666,0.20863173632252213,1.46777558565189,-1.2660296215140812,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30581,-0.8557813258869165,-1.3969823453650023,-0.9554645362108118,-0.19311988412268835,1,1,1,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13213,-1.470175613074867,-1.3969823453650023,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21879,-0.1254182559764667,0.6593199207480811,0.9067329800988267,-0.6264793795432468,1,0,0,-0.992139884782625,-0.76642029518711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7009,0.4993215325778863,1.4318235461068038,-0.9554645362108118,1.388850376643251,0,0,0,-0.992139884782625,1.440792646602904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29409,0.38805692191736857,1.4476502799627626,1.3552233740916118,-0.625411170301082,1,0,0,0.7798012373746591,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21542,0.27584389124736125,-0.08143271857335035,1.1709335574381314,-0.3707215638234751,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9945,0.9359787347106673,-1.3969823453650023,-0.9554645362108118,-0.0839792746704545,1,0,0,0.983036540719503,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10984,0.9897091548153909,-0.11330638767637967,0.5287003822563602,-0.11440163551946422,0,0,0,1.5249475518126758,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9785,0.9359787347106673,-0.26610484268327866,-0.9554645362108118,-0.07931845221191108,0,0,0,-0.3973166662393107,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10589,0.4993215325778863,-0.70640192826471,-0.9554645362108118,1.3225689881430682,0,0,0,1.7471258784947963,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1291,0.38805692191736857,1.6701475060669846,1.1366435605712721,0.2951506528216,0,0,0,-0.10150138138680301,1.636109803300393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4150,1.0432664412169024,-0.8049112333034237,0.5142670205503366,-0.32101159743945445,0,0,0,0.6810027978756811,1.00231181179992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12964,1.0966548184286353,0.5906180892491881,0.3852673594957101,2.278571899262075,1,0,0,1.1011926371294363,1.2466268790255657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4174,1.202940811278188,-0.3252408402692433,0.9192331132461892,-0.28510763045464116,1,0,0,1.5560591763693143,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13924,0.5546167886385531,-0.7178864357980049,-0.9554645362108118,-0.24563799695024388,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4839,0.9359787347106673,-0.26610484268327866,-0.9554645362108118,-0.36023111747131276,0,0,0,0.6406903715393891,1.2966030676386135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24162,-1.1857349351709405,0.13930424996316923,0.3852673594957101,0.8496535740662492,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18024,0.7192338401913919,-0.21234431117039113,-0.9554645362108118,-0.8961356727932921,1,0,0,-0.992139884782625,1.1916677115081966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11274,-0.5432662905354395,-1.3969823453650023,-0.9554645362108118,0.3444440170420481,0,0,0,1.4504947331095093,1.5690754117292054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
27528,0.33207291165843633,0.8601374439768523,1.1535965459687696,-0.6035787205516425,1,0,0,1.0365964560938394,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10932,0.9897091548153909,-0.27859069939630987,0.5287003822563602,-0.00955920784604763,0,0,0,0.7171886030213033,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7333,-0.6665977458036425,-1.3969823453650023,-0.9554645362108118,-0.5382970384744135,0,0,0,-0.992139884782625,0.6119819528063067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
24464,-1.324893960244354,0.7922588769327656,0.3852673594957101,-1.1417648131523652,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1875,2.0834368203827998,-0.006056749804421673,1.1535965459687696,-0.07326710394159984,1,1,0,0.5436999657574196,1.5278442857058356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25671,0.9897091548153909,-1.3969823453650023,-0.9554645362108118,0.32071472202595785,1,0,0,-0.992139884782625,-0.76642029518711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9384,0.7192338401913919,0.8843883148301478,-0.9554645362108118,-0.050998733913433736,0,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6712,0.9897091548153909,0.022910853434981136,0.9714131864103015,-0.07326710394159984,1,0,0,1.4650689583799585,1.2751541349731106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5844,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,0.6781508524750348,0,0,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3899,0.609696422680319,-1.3969823453650023,-0.9554645362108118,1.7532993905537513,0,0,0,-0.992139884782625,1.1407414626865846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13405,-1.545952210834044,-1.3969823453650023,-0.9554645362108118,-0.625411170301082,1,0,0,0.5436999657574196,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21122,-0.7290613182928722,0.13930424996316923,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21424,-0.24287456584784875,0.8253320811032091,0.9580269347454249,-0.6264793795432468,1,0,0,-0.992139884782625,-0.76642029518711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16765,1.202940811278188,-0.16345693856339,0.9192331132461892,-0.8629629630929598,1,1,0,-0.992139884782625,1.3217414424523712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12643,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-0.08771166275361666,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18351,0.16261605033096144,1.4043581504195262,1.2068335236573406,-1.5337365393076794,1,1,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8779,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,1.0540855533313824,0,1,0,1.8134286701595843,0.9350538694425616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
362,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,1.4992892304582714,0,0,0,1.226071595828825,1.481925428177303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11189,0.9897091548153909,-1.3969823453650023,-0.9554645362108118,-0.07326710394159984,0,0,0,1.1105660384470266,1.223415672651496,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25281,0.16261605033096144,0.866665004468158,-0.9554645362108118,-0.5315166808596826,0,0,0,1.0111003496050877,0.6119819528063067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
24948,0.9897091548153909,-0.27859069939630987,0.5287003822563602,-0.07326710394159984,0,0,0,1.587804730507991,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28145,-1.0511318565693109,0.4143194289652342,-0.9554645362108118,0.1275167024758813,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
23646,-0.9852275372221143,1.1900604848326086,0.3852673594957101,-0.6264793795432468,1,0,1,-0.992139884782625,-0.76642029518711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4057,0.9897091548153909,-0.7964688113625358,0.5287003822563602,-0.07326710394159984,0,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29375,0.33207291165843633,-1.3969823453650023,-0.9554645362108118,-0.1073614303235126,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1741,1.3085973639674964,0.4003736023150635,1.494341342486084,2.402747069885808,1,0,0,1.6111773482254739,1.6686037556415625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8892,-0.5432662905354395,-1.3969823453650023,-0.9554645362108118,1.5541610274503685,0,0,0,1.5412652706279664,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9898,0.7192338401913919,0.575103368312008,0.6059232797598176,-0.09051313501499322,0,0,0,1.7674765877850576,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9847,-0.6665977458036425,-1.3969823453650023,-0.9554645362108118,-0.06443845939065676,0,0,0,0.7798012373746591,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28178,-0.1254182559764667,1.3790070931574896,-0.9554645362108118,0.8976148949515375,1,0,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7596,0.827980570483276,0.2879121824829275,0.5739703873987002,1.6150282614389828,0,0,0,1.0365964560938394,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
20132,0.27584389124736125,1.5014799936835832,-0.9554645362108118,-0.37923409387034696,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
713,0.9897091548153909,-0.49115674815643057,0.5287003822563602,-0.011392391816739067,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28415,0.4438039467001591,0.8768329480268408,1.1200577956838595,-1.5302654177836907,1,1,0,-0.992139884782625,1.1477544494590517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16670,-1.0511318565693109,-0.0422678029709831,1.4174092106683316,-0.625411170301082,1,1,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22927,-1.2546670766281962,0.18453151910573104,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2155,0.7192338401913919,1.1173563573836274,0.3852673594957101,0.4809926014720038,0,0,0,1.6166397184709955,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4329,0.8820707543160962,0.16903380281939917,0.5585395049677702,1.5279588951681442,1,0,0,1.188937545011113,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20335,-0.009296994998009666,0.20863173632252213,1.2640670113542998,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3226,-0.7290613182928722,-0.27859069939630987,-0.9554645362108118,1.0954312585964883,1,1,0,1.144944166869709,1.693969104126421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,-0.6665977458036425,-1.3969823453650023,-0.9554645362108118,-0.67161839461412,0,0,0,1.6354160303583825,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11128,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,1.5349364604711448,0,0,0,0.5436999657574196,-0.76642029518711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10173,0.9359787347106673,-0.4800154336122725,-0.9554645362108118,0.1721144909727036,0,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7764,0.9359787347106673,-0.09990188289453292,0.9850398159655986,0.054111014525363585,1,0,0,0.4840543988461073,1.2634370633477658,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6692,0.27584389124736125,1.0641054748233976,1.5219368547576368,1.881662290411286,1,0,0,1.2317219893339797,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25140,0.9359787347106673,-0.7877569361427242,0.543453808710208,-1.4575631608283308,0,0,0,1.5667691223470022,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16460,-0.9201344965892113,0.968397040642245,-0.9554645362108118,-0.625411170301082,1,1,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6381,0.9897091548153909,-0.49115674815643057,-0.9554645362108118,0.36594655539752813,0,0,0,0.08803199366128278,1.2593675714956967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19435,0.33207291165843633,-0.6691454139850617,-0.9554645362108118,-0.6131482868336323,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
23326,-0.3021427178501765,0.15396498353091245,1.3702868401095696,-0.4812954968941857,1,1,0,-0.992139884782625,0.7854889597659269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19710,0.16261605033096144,-1.3969823453650023,-0.9554645362108118,-0.07326710394159984,1,0,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
16456,0.609696422680319,0.25128660421071797,-0.9554645362108118,-0.625411170301082,1,1,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18099,-0.1839719963831647,1.414742209623498,0.9319442321735247,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10988,0.827980570483276,0.6094645121284633,-0.9554645362108118,-0.20750744926686737,0,0,0,-0.992139884782625,0.7854889597659269,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7448,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-0.07326710394159984,1,0,0,1.1528485523008967,0.32168361329307993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
125,-0.3021427178501765,-0.4800154336122725,0.9850398159655986,-0.8193868847554755,0,0,0,1.6875287640019923,1.696185401954079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26258,-1.1857349351709405,0.09758332147578905,-0.9554645362108118,0.002337271028319263,0,0,0,0.7171886030213033,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
27181,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-0.07326710394159984,0,0,0,1.6932937204040064,0.990016151746266,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28754,-0.3021427178501765,0.8601374439768523,-0.9554645362108118,-0.6264793795432468,1,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26340,1.0966548184286353,0.5906180892491881,1.5313805165695902,-0.07326710394159984,1,0,1,1.7087972221765075,1.2282729993302017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28980,0.33207291165843633,-0.6691454139850617,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29950,-0.009296994998009666,1.0861470642455224,1.2640670113542998,-4.359242426855882,1,0,0,-0.992139884782625,-0.76642029518711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17090,0.21936131215973487,1.333315539076104,1.631484342350654,-1.0716184000175144,1,0,0,0.9349984688218196,1.056886061153532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23466,-0.8557813258869165,-0.19784529043632929,-0.9554645362108118,-0.9024616112277908,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5754,0.6645667735600463,0.9559399510573574,0.3852673594957101,1.284761410030401,1,0,0,1.7501749266099893,1.6882916758312145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20713,-0.06719797262417185,1.344895721912389,0.3852673594957101,0.5185740658312622,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1770,1.2558459792355645,0.5451902289908228,1.4174092106683316,0.9100009657611932,1,0,0,1.7634535816958663,1.6577696001064743,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13095,0.27584389124736125,0.9480719858907766,1.1709335574381314,0.9126243138474563,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24730,0.8820707543160962,0.05150775590641903,-0.9554645362108118,-0.05609151947289478,0,0,0,0.413892938595797,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11455,-1.545952210834044,0.13930424996316923,0.3852673594957101,0.7981490504148154,1,1,1,0.08803199366128278,1.479072966274162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30729,-1.2546670766281962,1.229362317677442,0.3852673594957101,-0.625411170301082,1,1,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14594,0.9359787347106673,-0.4800154336122725,-0.9554645362108118,-0.625411170301082,1,0,0,1.0485066006598893,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16317,-0.3021427178501765,1.638353323244884,-0.9554645362108118,-0.625411170301082,1,1,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14842,0.827980570483276,0.9911153952914029,0.3852673594957101,-1.0505487609503779,1,1,0,-0.992139884782625,0.4387156928577967,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
19542,-1.1179329578827595,1.6178471954425813,0.3852673594957101,-0.3932945559189591,1,0,0,-0.992139884782625,0.3835030535704725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21516,0.38805692191736857,0.4348285723859355,-0.9554645362108118,-0.6291512177709092,1,0,0,0.5953357033524466,1.0141066274743522,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3049,2.0834368203827998,-0.006056749804421673,0.7309518012330677,1.4576795522625097,0,1,1,1.1105660384470266,1.622822962997942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15222,1.465962059874493,0.7020042422939113,1.2640670113542998,-0.022408139843704124,1,1,0,-0.3973166662393107,1.386250370190677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15171,0.21936131215973487,0.9735736711369203,0.3852673594957101,-0.0737322830881748,1,0,0,0.4840543988461073,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6098,-0.6665977458036425,-1.3969823453650023,-0.9554645362108118,-0.07605895122968818,0,0,0,0.08803199366128278,1.1972946991008266,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10820,0.827980570483276,0.18453151910573104,0.5739703873987002,-0.13842762357125737,0,0,0,0.9170648138920706,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12351,-0.009296994998009666,1.6551510583032103,1.46777558565189,0.9331879363905409,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27496,0.9897091548153909,0.24124533830163283,0.9714131864103015,0.03102646224158001,1,0,0,1.3328986868522228,1.3957243278597744,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25521,0.4993215325778863,1.700054837140717,0.6746334663096311,1.496614481127836,1,0,0,1.1605074285344945,1.6644173761665162,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25901,-0.06719797262417185,-0.5610019098847127,-0.9554645362108118,1.5229693748063544,0,0,0,-0.992139884782625,1.2593675714956967,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27306,1.202940811278188,-0.029888909550921616,1.4272073685827331,-0.07326710394159984,0,0,0,0.7171886030213033,1.5964366407667754,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
15712,0.5546167886385531,0.46973463570606216,1.311774937097223,1.106255740403655,1,0,0,-0.992139884782625,0.8863990916445577,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6139,1.1498783221286721,0.8394445455962786,1.5894279743038757,1.4623936871979177,0,0,0,-0.10150138138680301,1.619511653728404,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5139,0.8820707543160962,1.704343704535934,1.488948663882872,1.122808544290091,0,0,0,1.2478782684047407,1.478106108628027,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2627,0.9359787347106673,-0.09990188289453292,0.9850398159655986,-1.3653276602549886,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25760,1.1498783221286721,-0.8210396641604875,-0.9554645362108118,1.114179032367099,0,0,0,-0.3973166662393107,0.6784781410726531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7255,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-0.5887402573898245,0,0,0,1.7788850815049864,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11746,0.9897091548153909,0.7922588769327656,1.3589607390212846,0.1403686955257192,1,0,0,1.5108634162310084,0.646543603440523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6973,-1.324893960244354,0.7922588769327656,-0.9554645362108118,-0.49675866460731266,0,0,0,-0.992139884782625,1.3957243278597744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17946,-1.396631677046833,0.9356684275834635,-0.9554645362108118,-0.10220614017512687,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26647,1.0966548184286353,-0.13904292708796664,-0.9554645362108118,0.5149110520847641,0,0,0,-0.992139884782625,1.5820609246277801,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6971,0.9897091548153909,0.33214690091614546,0.9714131864103015,-0.3408216209357699,0,0,0,1.6263442146457088,1.598794470695063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
